Sequence,scientific_name,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size
354.0,bonasa sewerzowi,Phasianidae,Galliformes,AVIBASE-05BEE346,4,2,2,0,4,20.6,11.9,9.1,9.6,36.5,167.5,57.3,110.2,34.2,119.0,267.29,Dunning,,NO,,,Forest,2,1.0,Herbivore,Herbivore terrestrial,Terrestrial,26.5,36.15,30.83,101.34,394309.68
289.0,dendroperdix sephaena,Phasianidae,Galliformes,AVIBASE-8004C7E5,11,6,5,0,4,23.2,12.5,7.4,7.0,39.2,148.0,33.6,113.3,22.7,82.9,340.47,Dunning,,NO,,,Shrubland,2,1.0,Omnivore,Invertivore,Terrestrial,-28.93,12.14,-11.26,33.41,3350686.8
361.0,falcipennis canadensis,Phasianidae,Galliformes,AVIBASE-81881027,8,4,4,0,8,21.7,11.9,8.7,8.5,35.6,179.8,62.4,117.4,34.9,100.0,473.65,Dunning,,NO,,,Forest,1,1.0,Herbivore,Herbivore terrestrial,Terrestrial,43.39,69.51,57.51,-105.62,6032495.4
362.0,falcipennis franklinii,Phasianidae,Galliformes,AVIBASE-ED1BA351,13,5,8,0,12,22.8,10.8,7.9,8.1,36.1,179.3,66.4,113.9,36.7,117.9,473.65,DataFromSplit,,NO,,,Forest,1,1.0,Herbivore,Herbivore terrestrial,Terrestrial,43.71,64.37,56.23,-129.79,1525290.59
288.0,francolinus gularis,Phasianidae,Galliformes,AVIBASE-C5401E05,4,2,2,0,4,24.5,11.9,8.6,8.2,56.0,162.0,33.1,128.9,20.6,83.8,509.99,Dunning,,NO,,,Wetland,2,1.0,Herbivore,Omnivore,Terrestrial,25.9,29.15,27.04,87.91,183185.1
287.0,francolinus pondicerianus,Phasianidae,Galliformes,AVIBASE-B1C204EC,4,2,2,0,4,24.0,14.4,8.6,7.8,41.4,136.5,35.2,101.2,25.9,75.2,249.94,Dunning,,NO,,,Grassland,3,1.0,Herbivore,Omnivore,Terrestrial,7.63,34.06,23.43,74.67,3380901.84
291.0,peliperdix albogularis,Phasianidae,Galliformes,AVIBASE-0EA1D390,4,3,1,0,4,20.9,10.1,6.2,6.8,33.9,127.2,34.0,93.2,26.7,51.0,276.0,Dunning,,NO,,,Grassland,3,1.0,Omnivore,Omnivore,Terrestrial,-13.7,15.45,8.06,0.96,1104886.46
290.0,peliperdix coqui,Phasianidae,Galliformes,AVIBASE-ECD7C1D8,5,2,3,0,4,22.1,10.4,6.3,6.9,33.5,138.4,36.3,101.9,26.3,69.2,262.0,Dunning,,NO,,,Grassland,3,1.0,Herbivore,Omnivore,Terrestrial,-31.13,16.06,-12.3,26.79,4180135.39
292.0,peliperdix schlegelii,Phasianidae,Galliformes,AVIBASE-CE6D7D2F,5,2,3,0,4,21.3,10.4,6.6,7.2,34.5,128.4,29.3,98.7,22.8,56.8,236.58,Dunning,,NO,,,Woodland,2,1.0,Herbivore,Omnivore,Terrestrial,5.64,10.54,8.08,20.14,553212.32
1906.0,antigone antigone,Gruidae,Gruiformes,AVIBASE-8D891DB7,4,2,2,0,3,176.2,88.2,12.9,22.0,301.0,597.5,224.5,373.0,37.6,238.2,5916.22,Dunning,,NO,,,Wetland,3,2.0,Omnivore,Omnivore,Terrestrial,-20.71,32.21,15.23,94.27,1865498.59
1904.0,antigone canadensis,Gruidae,Gruiformes,AVIBASE-E196D6F9,5,2,2,1,4,122.9,67.4,10.2,15.9,216.2,477.8,210.0,270.0,43.8,175.4,4296.22,Dunning,,NO,,,Wetland,3,3.0,Omnivore,Omnivore,Terrestrial,21.44,75.64,60.34,-103.96,8593771.09
1907.0,antigone rubicunda,Gruidae,Gruiformes,AVIBASE-A4480D02,4,2,1,1,4,162.2,87.7,13.8,22.8,280.2,572.5,233.0,339.5,40.7,223.8,6222.82,Dunning,,NO,,,Wetland,3,2.0,Herbivore,Omnivore,Terrestrial,-38.86,-6.3,-22.19,140.32,3559865.45
1905.0,antigone vipio,Gruidae,Gruiformes,AVIBASE-1125F89D,4,2,1,1,4,152.2,86.0,11.6,20.8,250.2,538.2,228.8,309.5,42.5,193.2,4662.99,Dunning,,NO,,,Wetland,3,3.0,Herbivore,Omnivore,Terrestrial,43.88,51.68,48.27,121.5,748047.17
1786.0,gallirallus calayanensis,Rallidae,Gruiformes,AVIBASE-CB7F715F,1,0,0,1,1,33.1,19.9,5.0,9.7,58.1,150.0,14.9,135.1,9.9,76.2,244.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,19.29,19.35,19.32,121.47,67.91
6193.0,calamanthus cautus,Acanthizidae,Passeriformes,AVIBASE-6F9A44BC,10,4,6,0,2,15.3,8.1,2.6,3.2,22.0,54.8,5.8,48.0,10.8,53.0,15.21,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Terrestrial,-38.11,-29.02,-33.03,131.34,971888.94
6192.0,calamanthus pyrrhopygius,Acanthizidae,Passeriformes,AVIBASE-61C34487,10,2,6,2,2,14.6,7.2,2.9,3.8,21.6,55.1,5.0,50.0,8.9,58.0,16.8,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Terrestrial,-39.14,-27.56,-34.0,146.51,767767.19
6198.0,crateroscelis murina,Acanthizidae,Passeriformes,AVIBASE-C53C2B2E,10,2,8,0,4,15.3,8.0,3.7,3.6,22.4,59.3,7.6,49.0,13.4,35.3,15.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,-10.7,-0.01,-5.19,141.02,531992.39
6199.0,crateroscelis nigrorufa,Acanthizidae,Passeriformes,AVIBASE-FA91B53C,12,3,8,1,7,16.0,9.5,3.2,3.5,23.1,60.6,6.8,52.7,11.4,40.8,15.9,Updated_literature,Dunning (2021),NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,-10.05,-3.04,-5.46,142.22,105189.03
6200.0,crateroscelis robusta,Acanthizidae,Passeriformes,AVIBASE-34819139,10,1,8,1,4,15.8,8.3,3.1,3.3,26.3,62.9,7.5,54.3,12.1,39.0,18.6,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,-10.05,-0.44,-5.15,141.6,164313.71
6206.0,sericornis arfakianus,Acanthizidae,Passeriformes,AVIBASE-52B8B755,9,2,7,0,4,12.7,6.8,2.8,3.0,18.6,53.8,6.4,45.8,12.3,38.2,8.7,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-10.23,-0.48,-5.28,141.88,181310.74
6201.0,sericornis citreogularis,Acanthizidae,Passeriformes,AVIBASE-D51A7B9A,13,5,7,1,4,15.5,8.1,3.3,3.2,26.3,66.8,9.9,52.2,16.0,50.1,17.6,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,-36.33,-14.86,-28.74,150.77,169010.51
6203.0,sericornis papuensis,Acanthizidae,Passeriformes,AVIBASE-25F21608,9,2,7,0,4,12.0,6.7,2.6,2.8,19.4,57.4,6.6,49.5,11.7,40.3,11.2,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-9.57,-2.33,-5.17,141.55,86586.53
6204.0,sericornis perspicillatus,Acanthizidae,Passeriformes,AVIBASE-89E5A8A0,10,2,8,0,4,13.5,8.3,2.9,3.0,21.4,56.7,7.4,53.4,12.2,40.1,9.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-10.14,-2.23,-5.26,141.81,122449.64
6205.0,sericornis rufescens,Acanthizidae,Passeriformes,AVIBASE-F4F588DC,8,2,6,0,8,11.7,6.7,2.8,2.8,18.6,52.1,7.8,44.3,14.9,39.8,8.5,Updated_literature,Dunning (2021),NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-4.03,-0.52,-1.27,133.32,8367.91
6202.0,sericornis spilodera,Acanthizidae,Passeriformes,AVIBASE-B4FFDAC9,10,2,8,0,4,13.6,8.2,3.0,3.4,18.4,58.1,6.3,49.0,11.4,40.4,11.7,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-10.33,0.04,-5.23,141.58,283199.34
7282.0,calendulauda alopex,Alaudidae,Passeriformes,AVIBASE-CF870445,4,1,3,0,4,16.2,10.2,4.3,5.4,21.5,82.9,9.3,73.6,11.2,53.0,24.0,Updated_literature,BoW,NO,,,Grassland,2,1.0,Omnivore,Omnivore,Terrestrial,-7.94,10.89,1.52,38.64,781225.54
7296.0,mirafra ashi,Alaudidae,Passeriformes,AVIBASE-6F4F7281,2,1,0,1,2,21.2,13.1,4.2,5.2,29.8,85.5,12.9,72.6,15.0,59.5,36.8,Dunning,,NO,,,Grassland,3,1.0,Omnivore,Omnivore,Terrestrial,2.0,2.49,2.23,45.52,1696.19
7312.0,mirafra gilletti,Alaudidae,Passeriformes,AVIBASE-A3E077E6,5,2,3,0,4,16.4,10.9,4.0,4.9,20.9,84.6,16.5,68.0,19.4,63.4,22.4,Dunning,,NO,,,Shrubland,2,1.0,Omnivore,Omnivore,Terrestrial,2.42,11.26,7.3,44.61,590017.04
7311.0,mirafra rufa,Alaudidae,Passeriformes,AVIBASE-DA66F809,5,2,3,0,4,15.2,9.0,4.2,4.9,21.7,81.8,14.8,67.5,17.9,62.0,29.15,EltonTraits_GenAvg,,NO,,,Woodland,2,1.0,Omnivore,Omnivore,Terrestrial,10.75,17.24,13.49,19.13,513902.1
6503.0,edolisoma parvulum,Campephagidae,Passeriformes,AVIBASE-2E37384C,2,0,2,0,1,27.5,15.7,9.1,9.3,24.6,147.0,43.7,103.3,29.7,113.0,67.96,EltonTraits_GenAvg,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-0.77,2.23,0.92,128.01,16787.04
9795.0,estrilda charmosyna,Estrildidae,Passeriformes,AVIBASE-50BF77FB,4,2,2,0,4,10.3,7.2,4.3,5.5,13.9,52.2,8.6,43.6,16.6,59.5,7.4,Dunning,,NO,,,Shrubland,3,1.0,Herbivore,Granivore,Generalist,-4.23,11.25,3.27,38.99,748636.98
9781.0,estrilda coerulescens,Estrildidae,Passeriformes,AVIBASE-174BFAB6,4,2,2,0,4,10.2,7.5,4.4,5.4,14.7,50.6,6.2,44.5,12.2,42.5,9.4,Dunning,,NO,,,Shrubland,2,1.0,Herbivore,Granivore,Generalist,7.33,16.23,10.85,1.33,1681468.53
9796.0,estrilda erythronotos,Estrildidae,Passeriformes,AVIBASE-842FF43C,4,2,2,0,4,9.9,7.8,4.4,5.1,14.6,52.6,9.3,43.3,17.8,61.0,9.2,Dunning,,NO,,,Shrubland,3,1.0,Herbivore,Granivore,Generalist,-30.51,11.25,-12.02,29.63,2061043.73
9782.0,estrilda perreini,Estrildidae,Passeriformes,AVIBASE-BC75EA9A,15,2,3,10,14,9.9,7.4,4.6,5.6,15.1,48.6,4.3,44.1,9.0,47.3,7.4,Dunning,,NO,,,Shrubland,2,1.0,Herbivore,Granivore,Generalist,-31.29,-2.2,-12.06,24.92,1035934.15
9783.0,estrilda thomensis,Estrildidae,Passeriformes,AVIBASE-3161DF72,3,2,1,0,3,9.6,6.7,4.4,5.0,13.9,51.6,7.4,44.2,14.4,50.3,7.6,Dunning,,NO,,,Shrubland,2,1.0,Herbivore,Granivore,Insessorial,-17.56,-9.34,-14.49,13.78,87604.65
9858.0,lonchura fuscata,Estrildidae,Passeriformes,AVIBASE-BBD0A638,4,1,2,1,4,14.1,10.2,6.7,8.2,17.7,61.8,13.9,47.8,22.6,49.1,20.7,Dunning,,NO,,,Shrubland,3,1.0,Herbivore,Granivore,Terrestrial,-10.94,-8.33,-9.28,125.07,24603.86
9859.0,lonchura oryzivora,Estrildidae,Passeriformes,AVIBASE-549BEA0C,5,2,3,0,4,15.8,11.9,8.7,10.1,18.3,68.7,15.5,53.4,22.5,50.3,24.8,Dunning,,NO,,,Human Modified,3,1.0,Herbivore,Granivore,Generalist,-8.85,-6.4,-7.57,111.44,99641.61
9807.0,nesocharis capistrata,Estrildidae,Passeriformes,AVIBASE-2AD189C1,5,2,3,0,4,10.4,7.4,5.2,6.2,15.8,55.2,6.4,47.6,11.8,44.4,11.6,Dunning,,NO,,,Woodland,2,1.0,Herbivore,Granivore,Insessorial,0.27,13.57,6.71,14.6,976089.61
9825.0,odontospiza griseicapilla,Estrildidae,Passeriformes,AVIBASE-7D6F12FE,5,2,3,0,4,11.0,8.2,6.3,8.0,15.6,59.9,12.8,47.1,21.3,46.5,15.0,Updated_literature,BoW,NO,,,Shrubland,3,1.0,Herbivore,Granivore,Terrestrial,-9.06,6.15,-1.77,36.19,430770.23
5146.0,aphrastura masafucrae,Furnariidae,Passeriformes,AVIBASE-A11DC805,8,1,1,6,4,16.1,10.2,2.6,3.3,22.2,65.8,12.7,54.4,18.9,68.9,12.2,EltonTraits_GenAvg,,NO,,,Forest,2,1.0,Carnivore,Invertivore,Insessorial,-33.79,-33.71,-33.76,-80.75,10.84
5230.0,cranioleuca baroni,Furnariidae,Passeriformes,AVIBASE-84B238D2,9,1,8,0,4,17.8,10.8,3.1,4.4,23.2,77.1,11.3,66.0,14.5,81.8,21.31,Dunning,,NO,,,Forest,2,1.0,Carnivore,Invertivore,Insessorial,-11.99,-5.47,-8.66,-77.3,104903.68
5215.0,cranioleuca sulphurifera,Furnariidae,Passeriformes,AVIBASE-562905AC,7,2,5,0,4,15.8,10.1,2.7,3.5,18.4,56.8,9.4,47.4,16.6,69.2,13.5,Dunning,,NO,,,Wetland,2,1.0,Carnivore,Invertivore,Insessorial,-41.17,-29.02,-34.34,-58.33,711047.93
5101.0,philydor erythropterum,Furnariidae,Passeriformes,AVIBASE-74802DF9,8,1,3,4,5,21.4,14.0,4.9,6.0,21.8,91.0,17.0,74.0,18.6,68.8,30.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-15.67,5.67,-6.3,-66.18,3018856.23
5102.0,philydor rufum,Furnariidae,Passeriformes,AVIBASE-A9CCA8B6,10,2,8,0,4,20.6,13.3,4.3,5.6,24.1,87.4,17.2,70.5,19.8,85.0,25.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-29.01,11.24,-18.59,-54.04,2187683.25
4869.0,hylopezus berlepschi,Grallariidae,Passeriformes,AVIBASE-B7FFE09E,29,11,16,2,4,21.4,13.1,5.6,5.9,38.3,81.2,4.9,78.5,5.8,38.2,48.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,-17.37,-1.88,-9.76,-63.32,1422657.01
4867.0,hylopezus dives,Grallariidae,Passeriformes,AVIBASE-FF02D7B1,22,3,16,3,4,20.8,12.6,5.2,5.3,36.4,75.4,5.7,73.1,7.2,34.1,44.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,1.21,15.77,9.25,-81.0,179845.91
4868.0,hylopezus fulviventris,Grallariidae,Passeriformes,AVIBASE-601048C6,39,9,28,2,4,22.0,13.0,5.4,6.0,36.1,77.3,9.8,71.4,12.3,34.2,41.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,-5.0,1.27,-2.36,-75.74,252414.72
4871.0,hylopezus nattereri,Grallariidae,Passeriformes,AVIBASE-8B1CD00B,11,1,10,0,5,18.6,10.7,4.2,4.5,38.7,76.5,7.8,68.5,10.2,36.5,32.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,-30.33,-22.03,-26.38,-51.45,493987.0
10479.0,cacicus leucoramphus,Icteridae,Passeriformes,AVIBASE-D90BA172,5,2,3,0,4,30.4,19.4,6.7,9.2,32.5,147.2,29.0,118.0,19.6,123.2,98.0,Updated_literature,Dunning (2021),NO,,,Forest,1,1.0,Omnivore,Invertivore,Insessorial,-12.27,8.22,0.66,-75.82,163604.94
10465.0,psarocolius yuracares,Icteridae,Passeriformes,AVIBASE-6DF6B219,5,2,3,0,4,68.8,42.5,12.1,17.6,51.8,238.6,54.1,175.9,23.3,169.6,335.7,DataFromSplit,,NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,-18.1,7.08,-6.04,-64.3,4426817.44
6883.0,corvinella corvina,Laniidae,Passeriformes,AVIBASE-E44FAD6F,11,2,9,0,4,23.1,13.0,7.9,9.8,32.3,118.3,22.6,95.4,19.2,154.5,65.4,Dunning,,NO,,,Shrubland,3,1.0,Carnivore,Invertivore,Insessorial,-0.68,17.05,10.49,6.82,3469655.34
6884.0,urolestes melanoleucus,Laniidae,Passeriformes,AVIBASE-56A7F384,11,2,9,0,4,24.4,13.9,8.2,10.0,35.4,134.6,30.9,104.0,22.9,288.7,82.2,Dunning,,NO,,,Woodland,3,1.0,Carnivore,Invertivore,Insessorial,-29.31,-1.09,-18.62,26.51,1707357.86
8400.0,chatarrhaea gularis,Leiotrichidae,Passeriformes,AVIBASE-9302DF03,5,2,3,0,4,21.4,12.9,4.0,6.1,28.7,88.2,8.1,79.9,9.1,149.6,45.5,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Terrestrial,15.7,25.08,20.51,95.45,216441.28
8399.0,chatarrhaea longirostris,Leiotrichidae,Passeriformes,AVIBASE-B7794D41,5,2,3,0,4,20.9,13.0,3.6,5.7,28.0,74.2,5.0,68.8,6.8,110.8,35.0,Dunning,,NO,,,Grassland,3,1.0,Carnivore,Invertivore,Terrestrial,24.84,27.71,26.26,92.19,28660.3
8463.0,garrulax albogularis,Leiotrichidae,Passeriformes,AVIBASE-D5C979A6,5,2,3,0,4,24.9,15.3,5.9,7.4,41.0,126.0,9.0,115.0,7.3,134.3,97.55,Dunning,,NO,,,Forest,1,1.0,Omnivore,Invertivore,Generalist,22.03,37.6,29.74,96.43,923133.24
8466.0,garrulax berthemyi,Leiotrichidae,Passeriformes,AVIBASE-329039A2,5,2,3,0,4,24.1,14.7,5.7,7.7,37.1,114.2,9.4,103.1,8.4,127.6,71.97,Dunning,,NO,,,Forest,1,1.0,Omnivore,Invertivore,Insessorial,23.6,32.81,27.84,110.73,745865.96
8439.0,garrulax bieti,Leiotrichidae,Passeriformes,AVIBASE-73B7590F,2,1,1,0,2,27.2,16.8,5.9,7.3,36.8,105.5,4.2,101.3,3.9,127.0,78.64,EltonTraits_GenAvg,,NO,,,Forest,1,1.0,Omnivore,Omnivore,Generalist,26.78,28.56,27.66,99.63,28399.81
8465.0,garrulax caerulatus,Leiotrichidae,Passeriformes,AVIBASE-DB7534FA,4,2,2,0,4,26.5,16.5,6.1,7.3,40.7,104.5,3.4,101.1,3.3,120.0,85.67,Dunning,,NO,,,Forest,1,1.0,Herbivore,Omnivore,Insessorial,25.05,30.45,27.31,93.77,218224.58
8474.0,garrulax calvus,Leiotrichidae,Passeriformes,AVIBASE-6497AE0D,4,2,2,0,4,26.6,15.2,5.7,8.6,37.0,119.1,9.2,110.0,7.7,112.8,78.64,EltonTraits_GenAvg,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,2.34,6.3,4.15,115.6,25342.44
8453.0,garrulax chinensis,Leiotrichidae,Passeriformes,AVIBASE-C105D142,4,2,2,0,4,26.0,16.0,5.6,8.0,39.2,113.0,6.2,106.8,5.5,117.5,88.5,Updated_literature,BoW,NO,,,Forest,2,1.0,Carnivore,Invertivore,Generalist,8.56,25.71,19.95,103.56,1442839.95
8445.0,garrulax cineraceus,Leiotrichidae,Passeriformes,AVIBASE-0C196269,5,2,2,1,4,20.2,12.8,6.0,6.7,32.6,86.3,5.7,77.7,6.8,96.1,48.95,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,21.38,27.67,25.17,97.65,130518.02
8446.0,garrulax cinereiceps,Leiotrichidae,Passeriformes,AVIBASE-AE0F369A,0,0,0,0,0,20.2,12.8,6.0,6.7,32.6,86.3,5.7,77.7,6.8,96.1,48.95,DataFromSplit,,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Garrulax cineraceus,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,22.09,35.62,28.52,110.54,2095027.15
8429.0,garrulax cinereifrons,Leiotrichidae,Passeriformes,AVIBASE-9E35E2B0,5,2,3,0,4,27.2,15.8,4.9,7.7,37.9,113.4,9.7,104.8,8.4,104.4,70.0,Dunning,,NO,,,Forest,1,1.0,Omnivore,Invertivore,Generalist,5.92,7.5,6.76,80.43,15711.51
8470.0,garrulax courtoisi,Leiotrichidae,Passeriformes,AVIBASE-8A908A7E,1,0,0,1,0,23.0,15.8,5.2,5.9,31.1,99.0,16.7,82.3,16.9,104.1,56.0,Dunning,,YES,Tail Length,Garrulax canorus,Forest,1,1.0,Carnivore,Invertivore,Generalist,29.08,29.33,29.19,,322.15
8451.0,garrulax davidi,Leiotrichidae,Passeriformes,AVIBASE-ECB9A862,5,2,3,0,4,25.4,16.3,5.4,6.1,32.6,89.2,6.6,81.0,7.5,119.0,56.2,Dunning,,NO,,,Shrubland,2,1.0,Omnivore,Invertivore,Insessorial,29.93,51.17,38.66,110.47,1085948.48
8471.0,garrulax delesserti,Leiotrichidae,Passeriformes,AVIBASE-96A465BE,5,3,2,0,4,29.0,18.1,6.2,7.2,37.3,106.7,5.8,101.3,5.4,104.0,78.0,Updated_literature,Dunning (2021),NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,8.08,15.82,12.2,76.04,125058.65
8469.0,garrulax galbanus,Leiotrichidae,Passeriformes,AVIBASE-8A04ACFE,5,2,3,0,4,22.4,14.2,5.8,6.4,32.5,93.7,9.2,87.0,9.6,104.8,56.0,Dunning,,NO,,,Forest,2,1.0,Carnivore,Invertivore,Terrestrial,21.91,26.94,24.28,93.87,53198.76
8472.0,garrulax gularis,Leiotrichidae,Passeriformes,AVIBASE-BBE951A5,5,2,3,0,4,29.4,19.0,6.4,7.7,39.0,102.1,5.6,96.0,5.5,101.2,92.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,17.62,29.01,25.24,96.29,307618.65
8448.0,garrulax konkakinhensis,Leiotrichidae,Passeriformes,AVIBASE-566F8C8C,1,0,1,0,1,22.0,15.5,5.8,7.5,39.1,96.0,4.1,91.9,4.3,117.0,76.7,EltonTraits_GenAvg,,NO,,,Forest,1,1.0,Omnivore,Invertivore,Insessorial,14.15,16.55,15.34,107.61,13616.33
8462.0,garrulax koslowi,Leiotrichidae,Passeriformes,AVIBASE-CADC3FC1,2,0,2,0,2,32.5,23.2,6.6,7.6,39.6,126.0,7.9,118.1,6.2,147.0,112.5,Updated_literature,BoW,NO,,,Forest,2,1.0,Omnivore,Omnivore,Insessorial,29.28,33.29,31.66,96.8,44443.22
8460.0,garrulax lanceolatus,Leiotrichidae,Passeriformes,AVIBASE-EA1D6AB8,5,2,3,0,4,27.8,17.4,5.5,6.8,35.2,95.4,7.1,86.9,7.6,122.0,80.5,Updated_literature,BoW,NO,,,Forest,2,1.0,Omnivore,Invertivore,Generalist,20.7,35.55,27.74,106.3,1946091.1
8473.0,garrulax lugubris,Leiotrichidae,Passeriformes,AVIBASE-4B1B2550,5,2,3,0,4,29.2,16.2,6.4,9.5,35.7,121.6,12.5,109.2,10.3,120.6,78.64,EltonTraits_GenAvg,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,-5.3,6.13,2.86,100.11,41578.04
8438.0,garrulax lunulatus,Leiotrichidae,Passeriformes,AVIBASE-82C19E11,4,2,2,0,4,28.9,19.3,6.3,7.2,39.5,105.1,7.1,98.0,6.7,125.0,82.0,Updated_literature,Dunning (2021),NO,,,Forest,2,1.0,Carnivore,Invertivore,Terrestrial,27.03,34.98,31.46,105.49,214199.97
8440.0,garrulax maximus,Leiotrichidae,Passeriformes,AVIBASE-826C6C37,5,2,3,0,4,31.1,20.7,7.0,7.8,43.9,132.8,8.7,126.6,6.4,175.5,120.5,Updated_literature,Dunning (2021),NO,,,Forest,2,1.0,Carnivore,Invertivore,Terrestrial,26.22,36.38,31.3,100.86,530133.34
8456.0,garrulax mitratus,Leiotrichidae,Passeriformes,AVIBASE-6E91359B,5,2,3,0,4,21.7,13.8,5.7,7.0,34.7,100.6,8.4,91.9,8.4,112.4,62.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-5.72,6.1,1.17,100.05,137038.7
8454.0,garrulax monachus,Leiotrichidae,Passeriformes,AVIBASE-40B0D5EB,0,0,0,0,0,26.0,16.0,5.6,8.0,39.2,113.0,6.2,106.8,5.5,117.5,88.5,DataFromSplit,,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Garrulax chinensis,Forest,2,1.0,Carnivore,Invertivore,Generalist,18.16,19.49,18.89,109.58,18443.53
8452.0,garrulax nuchalis,Leiotrichidae,Passeriformes,AVIBASE-664E4CED,5,2,3,0,4,24.2,14.8,5.7,7.4,39.5,108.2,7.8,99.2,7.3,113.4,78.0,Dunning,,NO,,,Forest,2,1.0,Carnivore,Invertivore,Terrestrial,25.12,28.02,26.4,96.55,60702.13
8441.0,garrulax ocellatus,Leiotrichidae,Passeriformes,AVIBASE-7A44AD5A,5,1,3,1,4,30.1,18.1,6.2,7.5,44.9,125.2,11.8,113.2,9.6,155.3,114.0,Dunning,,NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,23.82,36.11,29.86,101.1,1005117.2
